Year,Brand,Superbowl Ads Link,Youtube Link,Funny,Shows Product Quickly,Patriotic,Celebrity,Danger,Animals,Length,Estimated Cost,Youtube Views,Youtube Likes,TV Viewers
2015,Doritos,https://superbowl-ads.com/2015-doritos-middle-seat/,https://www.youtube.com/watch?v=2JqRXLQYF9o,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,30,4.25,2335970,2800,114.44
2015,Budweiser,https://superbowl-ads.com/2015-budweiser-clydesdale-beer-run/,https://www.youtube.com/watch?v=5tso0er4EUI,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,30,4.25,8194,15,114.44
2015,Budweiser,https://superbowl-ads.com/budweiser-2015-super-bowl-xlix-ad-brewed-the-hard-way/,https://www.youtube.com/watch?v=7_EfXuGev24,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,60,8.5,,,114.44
2015,Doritos,https://superbowl-ads.com/doritos-2015-super-bowl-xlix-ad-when-pigs-fly/,https://www.youtube.com/watch?v=YQo0TfuueaY,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,30,4.25,1292999,2100,114.44
2015,Kia,https://superbowl-ads.com/2015-kia-sorento-the-perfect-getaway-with-pierce-brosnan/,https://www.youtube.com/watch?v=nayeYTmEdYw,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,75,10.62,81479,75,114.44
2015,Doritos,https://superbowl-ads.com/2015-doritos-cheesy-pirates/,,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,30,4.25,,,114.44
2015,Pepsi,https://superbowl-ads.com/pepsi-2015-super-bowl-xlix-ad-halftime-touches-down/,https://www.youtube.com/watch?v=IUU_ygKs3jA,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,30,4.25,1030,3,114.44
2015,Budweiser,https://superbowl-ads.com/2015-budweiser-lost-dog/,https://www.youtube.com/watch?v=otCxSnu_HXA,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,60,8.5,502254,2400,114.44
2015,Coca-Cola,https://superbowl-ads.com/2015-coca-cola-make-it-happy/,https://www.youtube.com/watch?v=1AeG8tCzTGw,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,60,8.5,57345,412,114.44
2015,Toyota,https://superbowl-ads.com/toyota-camry-2015-super-bowl-xlix-ad-my-bold-dad/,https://www.youtube.com/watch?v=9u4--TxE2gI,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,60,8.5,35407,292,114.44
2016,Hyundai,https://superbowl-ads.com/hyundai-2016-super-bowl-50-ad-chase/,https://www.youtube.com/watch?v=r_kXSO9Cph0,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,30,4.8,5350,42,111.86
2016,Pepsi,https://superbowl-ads.com/pepsi-2016-super-bowl-50-ad-joy-pepsi/,https://www.youtube.com/watch?v=B9j4Cw5dkBs,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,30,4.8,3310,19,111.86
2016,Hyundai,https://superbowl-ads.com/hyundai-2016-super-bowl-50-ad-ryanville/,https://www.youtube.com/watch?v=wBcijELzZi4,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,45,7.2,12534,112,111.86
2016,Coca-Cola,https://superbowl-ads.com/coca-cola-mini-2016-super-bowl-50-ad-hulk-vs-ant-man/,https://www.youtube.com/watch?v=sMkGwCw7iv8,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,60,9.6,12683366,199000,111.86
2016,Hyundai,https://superbowl-ads.com/hyundai-2016-super-bowl-50-ad-first-date/,https://www.youtube.com/watch?v=KwUUdl22mkA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,60,9.6,215942,1900,111.86
2016,Budweiser,https://superbowl-ads.com/budweiser-2016-super-bowl-50-ad-simply-put/,https://www.youtube.com/watch?v=Le_2S2db0Bk,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,60,9.6,150,0,111.86
2016,Kia,https://superbowl-ads.com/kia-optima-2016-super-bowl-50-ad-walken-closet/,https://www.youtube.com/watch?v=rBkPXt-OpA4,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,75,12,18064,115,111.86
2016,NFL,https://superbowl-ads.com/nfl-2016-super-bowl-50-ad-super-bowl-babies-choir/,https://www.youtube.com/watch?v=9KqekigARfE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,180,28.8,4936065,20000,111.86
2016,Bud Light,https://superbowl-ads.com/bud-light-2016-super-bowl-50-ad-the-bud-light-party/,https://www.youtube.com/watch?v=e0ez2t6oRWY,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,60,9.6,913,,111.86
2016,Doritos,https://superbowl-ads.com/doritos-2016-super-bowl-50-ad-ultrasound/,https://www.youtube.com/watch?v=Qh_gOK6xDNA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,30,4.8,1232402,8700,111.86
2016,Toyota,https://superbowl-ads.com/pokemon-2016-super-bowl-50-ad-20-years-2/,https://www.youtube.com/watch?v=EluvJby2baA,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,90,14.4,238335,1500,111.86
2016,Budweiser,https://superbowl-ads.com/budweiser-2016-super-bowl-50-ad-not-backing/,https://www.youtube.com/watch?v=to4dhysGYD0,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,30,4.8,7256,,111.86
2016,Doritos,https://superbowl-ads.com/doritos-2016-super-bowl-50-ad-doritos-dogs/,https://www.youtube.com/watch?v=MNRAdrB9TSs,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,30,4.8,1537184,3500,111.86
2017,NFL,https://superbowl-ads.com/2017-nfl-super-bowl-51-li-tv-commercial-super-bowl-baby-legends/,https://www.youtube.com/watch?v=sryly7XTqLY,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,30,5.4,30469,98,111.32
2017,NFL,https://superbowl-ads.com/2017-nfl-super-bowl-51-li-tv-commercial-inside-lines/,https://www.youtube.com/watch?v=pvKBdrx4quA,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,60,10.8,314261,2200,111.32
2017,Kia,https://superbowl-ads.com/2017-kia-super-bowl-51-li-tv-commercial-heros-journey-starring-melissa-mccarthy/,https://www.youtube.com/watch?v=pVxmT2x3Od4,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,75,13.5,145269,1400,111.32
2017,Budweiser,https://superbowl-ads.com/2017-budweiser-super-bowl-51-li-tv-commercial-born-hard-way/,https://www.youtube.com/watch?v=HtBZvl7dIu4,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,60,10.8,28795017,48000,111.32
2017,Hyundai,https://superbowl-ads.com/2017-hyundai-super-bowl-51-li-tv-commercial-better-super-bowl/,https://www.youtube.com/watch?v=C0TTKmW3PTY,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,90,16.2,19349,176,111.32
2018,Toyota,https://superbowl-ads.com/good-odds-toyota/,https://www.youtube.com/watch?v=zeBZvwYQ-hA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,60,10.48,184299,1300,103.39
2018,Hyundai,https://superbowl-ads.com/hope-detector-nfl-super-bowl-lii-hyundai/,https://www.youtube.com/watch?v=lNPccrGk77A,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,60,10.48,222,2,103.39
2018,Doritos,https://superbowl-ads.com/2018-doritos-blaze-vs-mtn-dew-ice/,https://www.youtube.com/watch?v=rZh_CbcVe7M,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,60,10.48,33684,527,103.39
2018,Coca-Cola,https://superbowl-ads.com/life-is-short-have-a-diet-coke-because-i-can-diet-coke/,https://www.youtube.com/watch?v=be5DH6jQs38,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,30,5.24,353,2,103.39
2018,Kia,https://superbowl-ads.com/2018-kia-stinger-steven-tyler-big-game-ad-feel-something-again/,https://www.youtube.com/watch?v=9_dE6Z2HK8I,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,60,10.48,30408,353,103.39
2018,Pepsi,https://superbowl-ads.com/2018_pepsi_this_is_the_pepsi/,https://www.youtube.com/watch?v=0gHYd67OumQ,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,60,10.48,736511,3200,103.39
2018,NFL,https://superbowl-ads.com/touchdown-celebrations-to-come-nfl-super-bowl-lii-commercial/,https://www.youtube.com/watch?v=YDfDElTyLu8&ab_channel=SuperBowlCommercials,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,60,10.48,5,0,103.39
2018,Coca-Cola,https://superbowl-ads.com/2018-coca-cola-super-bowl-ad-wonder-us/,https://www.youtube.com/watch?v=-R-EEdvDrUU,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,60,10.48,213433,805,103.39
2018,Budweiser,https://superbowl-ads.com/41891-2/,https://www.youtube.com/watch?v=GNVw5f16GEM,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,60,10.48,43500,162,103.39
2018,Bud Light,https://superbowl-ads.com/bud-light-the-bud-knight/,https://www.youtube.com/watch?v=q-QTDm1kdwo,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,60,10.48,39955,590,103.39
2018,Bud Light,https://superbowl-ads.com/bud-light-ye-olde-pep-talk/,https://www.youtube.com/watch?v=xza7T89Lda4,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,45,7.86,3346,17,103.39
2018,Coca-Cola,https://superbowl-ads.com/diet-coke-twisted-mango-groove/,https://www.youtube.com/watch?v=nkGd47iB-wU,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,30,5.24,523,4,103.39
2018,E-Trade,https://superbowl-ads.com/etrade-commercial-this-is-getting-old/,https://www.youtube.com/watch?v=Qx5-AZlfjp4,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,30,5.24,35776,185,103.39
2018,Toyota,https://superbowl-ads.com/toyota-2018-big-game-ad-one-team/,https://www.youtube.com/watch?v=QwF3ipuNyfc,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,60,10.48,360490,1400,103.39
2019,Hyundai,https://superbowl-ads.com/2019-hyundai-shopper-assurance-the-elevator-with-jason-bateman/,https://www.youtube.com/watch?v=6mfJ0EsqLWs,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,60,10.4,47309,289,98.19
2019,Doritos,https://superbowl-ads.com/2019-doritos-now-its-hot-with-chance-the-rapper-and-backstreet-boys/,https://www.youtube.com/watch?v=NvIcPAxZ39o,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,60,10.4,64914,1000,98.19
2019,Pepsi,https://superbowl-ads.com/2019-pepsi-more-than-ok/,https://www.youtube.com/watch?v=64UH1_D95gQ,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,60,10.4,99902,1000,98.19
2019,NFL,https://superbowl-ads.com/2019-nfl-nfl100/,https://www.youtube.com/watch?v=sl8ooTIMk2w,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,120,20.8,82052,712,98.19
2019,Pepsi,https://superbowl-ads.com/2019-pepsi-bubly-buble/,https://www.youtube.com/watch?v=I-_Uh-vZXgo,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,30,5.2,176868,1400,98.19
2019,Bud Light,https://superbowl-ads.com/2019-bud-light-medieval-barbers/,https://www.youtube.com/watch?v=hkSQ2Vr41bM,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,15,2.6,37292,67,98.19
2019,Toyota,https://superbowl-ads.com/2019-toyota-supra-wizard/,https://www.youtube.com/watch?v=ZuBbnZ3UbJw,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,60,10.4,,,98.19
2019,Toyota,https://superbowl-ads.com/2019-toyota-toni-with-antoinette-harris/,https://www.youtube.com/watch?v=wegrVsP3gK4,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,60,10.4,6057,39,98.19
2019,Budweiser,https://superbowl-ads.com/2019-budweiser-wind-never-felt-better/,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,60,10.4,,,98.19
